title,authors,pub_title,pub_date,pub_issuenum,start_page,subjects,citation,url,doc_id,dvi_type,image_url
Heinemann,,The Sunday Times,"April 5, 1964",7351,35,,"""Heinemann."" Sunday Times, 5 Apr. 1964, p. 35. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1800693337/STHA?u=linc74325&sid=gale_api&xid=7b152645,GALE|FP1800693337,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1964-0405-0035']
Tale of two Africas,['Tom Stacey'],The Sunday Times,"March 22, 1964",7349,38,,"Stacey, Tom. ""Tale of two Africas."" Sunday Times, 22 Mar. 1964, p. 38. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1801030600/STHA?u=linc74325&sid=gale_api&xid=e14b011b,GALE|FP1801030600,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1964-0322-0038']
Heinemann,,The Sunday Times,"February 27, 1966",7449,30,,"""Heinemann."" Sunday Times, 27 Feb. 1966, p. 30. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1800766385/STHA?u=linc74325&sid=gale_api&xid=34497a18,GALE|FP1800766385,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1966-0227-0030']
Straw in an ill wind,['Obi Egbuna'],The Sunday Times,"January 30, 1966",7445,47,,"Egbuna, Obi. ""Straw in an ill wind."" Sunday Times, 30 Jan. 1966, p. 47. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1800764613/STHA?u=linc74325&sid=gale_api&xid=c4859c82,GALE|FP1800764613,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1966-0130-0047']
Heinemann,,The Times Literary Supplement,"October 20, 1978",3994,1203,,"""Heinemann."" The Times Literary Supplement, no. 3994, 20 Oct. 1978, p. 1203. The Times Literary Supplement Historical Archive.",https://link.gale.com/apps/doc/EX1200426353/TLSH?u=linc74325&sid=gale_api&xid=2576a6eb,GALE|EX1200426353,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/TLSH-1978-1020-0015']
Biafra: The Darkness in Africa,,The Sunday Times,"June 9, 1968",7567,24[S]-25[S],,"""Biafra: The Darkness in Africa."" The Sunday Times Magazine. Sunday Times, 9 June 1968, pp. 24[S]-25[S]+. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1800791792/STHA?u=linc74325&sid=gale_api&xid=9e677b0a,GALE|FP1800791792,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1968-0609-0095', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1968-0609-0096', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1968-0609-0098', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1968-0609-0099', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1968-0609-0101', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1968-0609-0102', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1968-0609-0103']"
Biafra voices,['Sally Jenkinson'],The Sunday Times,"August 3, 1969",7627,8,,"Jenkinson, Sally. ""Biafra voices."" Sunday Times, 3 Aug. 1969, p. 8. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1801524995/STHA?u=linc74325&sid=gale_api&xid=4cedf5b1,GALE|FP1801524995,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1969-0803-0008']
A Sunday Dilemma:,['Karl Miller'],The Sunday Times,"December 14, 1969",7646,27[S],,"Miller, Karl. ""A Sunday Dilemma:."" The Sunday Times Magazine. Sunday Times, 14 Dec. 1969, pp. 27[S]+. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1800564457/STHA?u=linc74325&sid=gale_api&xid=2122f541,GALE|FP1800564457,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1969-1214-0088', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1969-1214-0090', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1969-1214-0091', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1969-1214-0093']"
Words soften Biafra's defeat,['Tony Clifton'],The Sunday Times,"August 23, 1970",7682,7,,"Clifton, Tony. ""Words soften Biafra's defeat."" Sunday Times, 23 Aug. 1970, p. 7. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1801528153/STHA?u=linc74325&sid=gale_api&xid=67e9258b,GALE|FP1801528153,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1970-0823-0007']
Reading round the World,,The Sunday Times,"December 30, 1973",7855,31,,"""Reading round the World."" Sunday Times, 30 Dec. 1973, p. 31. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1800710422/STHA?u=linc74325&sid=gale_api&xid=73e46efe,GALE|FP1800710422,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1973-1230-0031']
The Man with the Gold Typewriter,['Denis Herbstein'],The Sunday Times,"April 11, 1976",7974,55[S],,"Herbstein, Denis. ""The Man with the Gold Typewriter."" The Sunday Times Magazine. Sunday Times, 11 Apr. 1976, pp. 55[S]+. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1802538158/STHA?u=linc74325&sid=gale_api&xid=ba528e1f,GALE|FP1802538158,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1976-0411-0119', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1976-0411-0121', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1976-0411-0122', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1976-0411-0124']"
The white novel's burden,['Shiva Naipaul'],The Sunday Times,"March 27, 1977",8023,39,,"Naipaul, Shiva. ""The white novel's burden."" Sunday Times, 27 Mar. 1977, p. 39. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1800619811/STHA?u=linc74325&sid=gale_api&xid=50c616bc,GALE|FP1800619811,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1977-0327-0039']
Buchi's brilliant career,['D. A. N. Jones'],The Sunday Times,"November 6, 1983",8313,102[S],,"Jones, D. A. N. ""Buchi's brilliant career."" Sunday Times Magazine. Sunday Times, 6 Nov. 1983, pp. 102[S]+. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1801100827/STHA?u=linc74325&sid=gale_api&xid=efd2259b,GALE|FP1801100827,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1983-1106-0154', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1983-1106-0155']"
What must a people do?,['Bernard Levin'],The Sunday Times,"September 20, 1987",8511,56,,"Levin, Bernard. ""What must a people do?"" Sunday Times, 20 Sept. 1987, p. 56. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1803085334/STHA?u=linc74325&sid=gale_api&xid=a852298f,GALE|FP1803085334,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1987-0920-0056']
Focus on the annual war of words,"['Penny Perrick, the literary editor of The Sunday Times', 'Chinua Achebe', 'Peter Ackroyd', 'Nina Bawden', 'Penelope Lively', 'Brian Moore', 'Iris Murdoch']",The Sunday Times,"September 27, 1987",8512,63,,"Perrick, Penny, the literary editor of The Sunday Times, et al. ""Focus on the annual war of words."" Sunday Times, 27 Sept. 1987, p. 63. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1801877453/STHA?u=linc74325&sid=gale_api&xid=cbafd146,GALE|FP1801877453,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1987-0927-0063']
The Booker shortlist all signed-up,,The Sunday Times,"October 4, 1987",8513,64,,"""The Booker shortlist all signed-up."" Sunday Times, 4 Oct. 1987, p. 64. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1802042417/STHA?u=linc74325&sid=gale_api&xid=7100eea9,GALE|FP1802042417,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1987-1004-0064']
Best Sellers,,The Sunday Times,"October 11, 1987",8514,65,,"""Best Sellers."" Sunday Times, 11 Oct. 1987, p. 65. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1801878738/STHA?u=linc74325&sid=gale_api&xid=2c443288,GALE|FP1801878738,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1987-1011-0065']
And the butler didn't do it,['Joan Bakewell'],The Sunday Times,"November 1, 1987",8517,63,,"Bakewell, Joan. ""And the butler didn't do it."" Sunday Times, 1 Nov. 1987, p. 63. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1802043878/STHA?u=linc74325&sid=gale_api&xid=b6fae79e,GALE|FP1802043878,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1987-1101-0063']
Who won what in 1987,,The Sunday Times,"November 29, 1987",8521,,,"""Who won what in 1987."" The Sunday Times Magazine. Sunday Times, 29 Nov. 1987. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1802047337/STHA?u=linc74325&sid=gale_api&xid=dc0cb147,GALE|FP1802047337,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1987-1129-0221']
"Where Britannia ruled, she also served",['Simon Jenkins'],The Sunday Times,"January 31, 1988",8530,[1][S],,"Jenkins, Simon. ""Where Britannia ruled, she also served."" Week in Review. Sunday Times, 31 Jan. 1988, p. [1][S]. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1802241189/STHA?u=linc74325&sid=gale_api&xid=b1e40981,GALE|FP1802241189,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1988-0131-0027']
Verbs that find themselves prepositioned,['Robert Burchfield'],The Sunday Times,"June 11, 1989",8600,8[S5],,"Burchfield, Robert. ""Verbs that find themselves prepositioned."" Books. Sunday Times, 11 June 1989, p. 8[S5]. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1802792404/STHA?u=linc74325&sid=gale_api&xid=a6538eb5,GALE|FP1802792404,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1989-0611-0128']
BBC1,,The Sunday Times,"February 4, 1990",8634,16[S3],,"""BBC1."" The Arts. Sunday Times, 4 Feb. 1990, p. 16[S3]. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1802256099/STHA?u=linc74325&sid=gale_api&xid=066f8518,GALE|FP1802256099,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1990-0204-0093']
Monday,,The Sunday Times,"October 28, 1990",8671,25[S5],,"""Monday."" Review. Sunday Times, 28 Oct. 1990, p. 25[S5]. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1802810568/STHA?u=linc74325&sid=gale_api&xid=aaf4fbed,GALE|FP1802810568,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1990-1028-0119']
Chinua Achebe,['T D'],The Sunday Times,"September 22, 1991",8718,,,"D, T. ""Chinua Achebe."" The Sunday Times Magazine. Sunday Times, 22 Sept. 1991. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1801756482/STHA?u=linc74325&sid=gale_api&xid=85d8a120,GALE|FP1801756482,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1991-0922-0204']
Our Contributors,,The Sunday Times,"November 10, 1991",8725,,,"""Our Contributors."" Business World. Sunday Times, 10 Nov. 1991. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1801901252/STHA?u=linc74325&sid=gale_api&xid=42c09e4c,GALE|FP1801901252,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1991-1110-0303', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1991-1110-0304', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1991-1110-0305']"
Radio,,The Sunday Times,"August 2, 1992",8763,22[S7],,"""Radio."" Television and Radio. Sunday Times, 2 Aug. 1992, pp. 22[S7]+. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1802716597/STHA?u=linc74325&sid=gale_api&xid=afe369b0,GALE|FP1802716597,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1992-0802-0140', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1992-0802-0141']"
Radio,,The Sunday Times,"August 9, 1992",8764,22[S7],,"""Radio."" Television and Radio. Sunday Times, 9 Aug. 1992, pp. 22[S7]+. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1803113980/STHA?u=linc74325&sid=gale_api&xid=f5aa170c,GALE|FP1803113980,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1992-0809-0130', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1992-0809-0131']"
Radio,,The Sunday Times,"August 16, 1992",8765,22[S7],,"""Radio."" Television & Radio. Sunday Times, 16 Aug. 1992, pp. 22[S7]+. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1803114610/STHA?u=linc74325&sid=gale_api&xid=043c633d,GALE|FP1803114610,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1992-0816-0132', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1992-0816-0133']"
Women oust the classics in academe's war of words,"['Charles Hymas, Education Correspondent']",The Sunday Times,"August 8, 1993",8816,6,,"Hymas, Charles, Education Correspondent. ""Women oust the classics in academe's war of words."" Sunday Times, 8 Aug. 1993, p. 6. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1802850176/STHA?u=linc74325&sid=gale_api&xid=256d4d78,GALE|FP1802850176,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1993-0808-0006']
Wednesday 6 September,,The Sunday Times,"September 3, 1995",8923,50[S8],,"""Wednesday 6 September."" The Culture. Sunday Times, 3 Sept. 1995, p. 50[S8]. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1803134790/STHA?u=linc74325&sid=gale_api&xid=a7532476,GALE|FP1803134790,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1995-0903-0222']
What the young are reading,,The Sunday Times,"June 9, 1996",8963,5[S8],,"""What the young are reading."" The Culture. Sunday Times, 9 June 1996, p. 5[S8]. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1803147470/STHA?u=linc74325&sid=gale_api&xid=9c16aa3f,GALE|FP1803147470,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1996-0609-0193']
World Service,,The Sunday Times,"July 7, 1996",8967,52[S8],,"""World Service."" The Culture. Sunday Times, 7 July 1996, p. 52[S8]. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1802271040/STHA?u=linc74325&sid=gale_api&xid=2b4d5d19,GALE|FP1802271040,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1996-0707-0238']
World Service,,The Sunday Times,"November 10, 1996",8985,49[S8],,"""World Service."" The Culture. Sunday Times, 10 Nov. 1996, p. 49[S8]. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1803300366/STHA?u=linc74325&sid=gale_api&xid=ffa5587d,GALE|FP1803300366,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1996-1110-0249']
Radio,,The Sunday Times,"March 9, 1997",9002,50[S9],,"""Radio."" Culture. Sunday Times, 9 Mar. 1997, p. 50[S9]. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1803445608/STHA?u=linc74325&sid=gale_api&xid=28ad2286,GALE|FP1803445608,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1997-0309-0256']
Why aren't all schools ready for Everyman?,['David Campbell'],The Sunday Times,"July 26, 1998",9074,5[S3],,"Campbell, David. ""Why aren't all schools ready for Everyman?"" News Review. Sunday Times, 26 July 1998, p. 5[S3]. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1802963815/STHA?u=linc74325&sid=gale_api&xid=1e8b830b,GALE|FP1802963815,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1998-0726-0079']
Radio,,The Sunday Times,"October 25, 1998",9087,39[S10],,"""Radio."" Culture. Sunday Times, 25 Oct. 1998, p. 39[S10]. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1803341923/STHA?u=linc74325&sid=gale_api&xid=78142ca1,GALE|FP1803341923,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-1998-1025-0275']
This time it's personal,['John le Carre'],The Sunday Times,"December 17, 2000",9199,37[S5],,"Carre, John le. ""This time it's personal."" Culture. Sunday Times, 17 Dec. 2000, pp. 37[S5]+. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1803383311/STHA?u=linc74325&sid=gale_api&xid=c90f0c2e,GALE|FP1803383311,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-2000-1217-0155', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-2000-1217-0156']"
"A global perspective at Tate Modern? No, just an international disaster, says Waldemar Januszczak",,The Sunday Times,"February 4, 2001",9206,14[S8],,"""A global perspective at Tate Modern? No, just an international disaster, says Waldemar Januszczak."" Culture. Sunday Times, 4 Feb. 2001, pp. 14[S8]+. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1802992649/STHA?u=linc74325&sid=gale_api&xid=8aef7299,GALE|FP1802992649,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-2001-0204-0216', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-2001-0204-0217']"
Sky One,,The Sunday Times,"March 2, 2003",9314,70[S10],,"""Sky One."" Culture. Sunday Times, 2 Mar. 2003, p. 70[S10]. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1803410721/STHA?u=linc74325&sid=gale_api&xid=25d1f6d0,GALE|FP1803410721,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-2003-0302-0363']
"Satellite, cable and digital",,The Sunday Times,"March 2, 2003",9314,74[S10],,"""Satellite, cable and digital."" Culture. Sunday Times, 2 Mar. 2003, p. 74[S10]. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1803410729/STHA?u=linc74325&sid=gale_api&xid=58a7ea92,GALE|FP1803410729,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-2003-0302-0367']
Sky One,,The Sunday Times,"March 9, 2003",9315,66[S9],,"""Sky One."" Culture. Sunday Times, 9 Mar. 2003, p. 66[S9]. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1802457671/STHA?u=linc74325&sid=gale_api&xid=5654e7d8,GALE|FP1802457671,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-2003-0309-0284']
A nation in trauma,['Aminatta Forna'],The Sunday Times,"March 28, 2004",,47[S9],,"Forna, Aminatta. ""A nation in trauma."" culture. Sunday Times, 28 Mar. 2004, p. 47[S9]. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1803642800/STHA?u=linc74325&sid=gale_api&xid=9095fced,GALE|FP1803642800,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-2004-0328-0291']
Reading between the lines,['Carole Angier'],The Sunday Times,"October 17, 2004",9399,50[S9],,"Angier, Carole. ""Reading between the lines."" culture. Sunday Times, 17 Oct. 2004, p. 50[S9]. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FP1803527871/STHA?u=linc74325&sid=gale_api&xid=d8caae95,GALE|FP1803527871,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHA-2004-1017-0302']
Main Channels Monday 9 June,,The Sunday Times,"June 8, 2008",9588,57,"['Auctions', 'Murder']","""Main Channels Monday 9 June."" Culture. Sunday Times, 8 June 2008, pp. 57+. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/IKUDTW457119895/STHA?u=linc74325&sid=gale_api&xid=8d68699c,GALE|IKUDTW457119895,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20080608-02400', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20080608-02410', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20080608-02420']"
Thursday 19 February,,The Sunday Times,"February 15, 2009",9624,68,"['British Broadcasting Corp. BBC News', 'Auctions', 'Television broadcasting industry', 'Antiques', 'Premier League']","""Thursday 19 February."" Culture. Sunday Times, 15 Feb. 2009, pp. 68+. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/NBFVNQ928953036/STHA?u=linc74325&sid=gale_api&xid=519fbdf7,GALE|NBFVNQ928953036,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20090215-02350', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20090215-02360', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20090215-02370', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20090215-02380']"
Main Channels Friday 27 March,,The Sunday Times,"March 22, 2009",9629,72,['Auctions'],"""Main Channels Friday 27 March."" Culture. Sunday Times, 22 Mar. 2009, pp. 72+. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/NLYCEL732495844/STHA?u=linc74325&sid=gale_api&xid=24614150,GALE|NLYCEL732495844,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20090322-02460', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20090322-02470', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20090322-02480', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20090322-02490']"
Main Channels Wednesday 25 March,,The Sunday Times,"March 22, 2009",9629,64,"['British Broadcasting Corp. BBC News', 'Auctions', 'Television broadcasting industry']","""Main Channels Wednesday 25 March."" Culture. Sunday Times, 22 Mar. 2009, pp. 64+. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/XXPCXG433884641/STHA?u=linc74325&sid=gale_api&xid=f6f6566b,GALE|XXPCXG433884641,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20090322-02380', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20090322-02390', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20090322-02400', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20090322-02410']"
Critics' Choice,,The Sunday Times,"May 10, 2009",9636,52,['Movies'],"""Critics' Choice."" Culture. Sunday Times, 10 May 2009, pp. 52+. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/FEELQZ280444720/STHA?u=linc74325&sid=gale_api&xid=2ab9f37d,GALE|FEELQZ280444720,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20090510-02060', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20090510-02070']"
He's Going down with the Flagship,['Rosie Millard'],The Sunday Times,"May 10, 2009",9636,5,"['Bragg, Melvyn']","Millard, Rosie. ""He's Going down with the Flagship."" Sunday Times, 10 May 2009, p. 5. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/PBPQXR272205071/STHA?u=linc74325&sid=gale_api&xid=ab13272d,GALE|PBPQXR272205071,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20090510-00640']
Sunday 10 May,,The Sunday Times,"May 10, 2009",9636,52,"['British Broadcasting Corp. BBC News', 'Television broadcasting industry', 'Archaeology', 'Spanish Grand Prix (Automobile race)']","""Sunday 10 May."" Culture. Sunday Times, 10 May 2009, pp. 52+. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/VNFHCI599529751/STHA?u=linc74325&sid=gale_api&xid=b26333b3,GALE|VNFHCI599529751,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20090510-02060', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20090510-02070', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20090510-02080', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20090510-02090']"
Sunday 17 May,,The Sunday Times,"May 17, 2009",9637,60,"['Television comedies', 'Community development']","""Sunday 17 May."" Culture. Sunday Times, 17 May 2009, pp. 60+. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/CKQDEK962630281/STHA?u=linc74325&sid=gale_api&xid=602aa81d,GALE|CKQDEK962630281,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20090517-02200', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20090517-02210', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20090517-02220', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20090517-02230']"
Rhymes and Punishment,['Mark Edwards'],The Sunday Times,"August 23, 2009",9651,24-25,['Singers'],"Edwards, Mark. ""Rhymes and Punishment."" Culture. Sunday Times, 23 Aug. 2009, p. 24-25. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/NVIGTU594248095/STHA?u=linc74325&sid=gale_api&xid=d31199bc,GALE|NVIGTU594248095,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20090823-01630']
This Week,,The Sunday Times,"January 24, 2010",9703,,['Movie production'],"""This Week."" Culture. Sunday Times, 24 Jan. 2010. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/BHYKXY051243875/STHA?u=linc74325&sid=gale_api&xid=52e258cd,GALE|BHYKXY051243875,NewsPaper,['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20100124-01950']
The Lord of Misrule,['Bryan Appleyard'],The Sunday Times,"January 24, 2010",9703,8,"['Achebe, Chinua']","Appleyard, Bryan. ""The Lord of Misrule."" Culture. Sunday Times, 24 Jan. 2010, pp. 8+. The Sunday Times Historical Archive.",https://link.gale.com/apps/doc/RFOJXX537148573/STHA?u=linc74325&sid=gale_api&xid=36cc91cb,GALE|RFOJXX537148573,NewsPaper,"['https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20100124-01980', 'https://callisto.ggsrv.com/imgsrv/FastFetch/UBER2/STHAF0001-C00000-N20100124-01990']"
