"airtableID","Unique-ID","Name last","Name given","Name alt","Name markdown","Featured","Ethnicity","Country of Nationality","Country","Region","Gender","birth-year","birth-decade","birth-place","birth_spatial.city","birth_spatial.country","death-year","death-place","Education","Selected Works Title","Poems","Poetry Collections","Speeches-Lectures-Interviews-Performances-Critical Media","Selected Works Years Published","Publisher Name","Publisher Location (City and Country","Languages spoken","Publisher Type","Authority","Bio","Bio Creator","Notes","Bio Sources (MLA)","Contact","Status","In the News?"
"","apdp.cap.000397","Gabobe","Jamal","","","","","Somaliland","Somaliland","","M","","","","","","","","Ph.D in Comparative Literature from the University of Washington","Love and Memory (Cune Press, 1997, Seattle) and an essay in the anthology ‘An Ear to the Ground: Presenting Writers from 2 Coasts.’ (2021, Ponte Invisible).
","
","Love and Memory (Cune Press, 1997, Seattle) and an essay in the anthology ‘An Ear to the Ground: Presenting Writers from 2 Coasts.’ (2021, Ponte Invisible, Somaliland), and Path of Difference (2021, Ponte Invisible, Somaliland). 
","","","","Somaliland, Seattle.","English, French","","","Jamal Gabobe was born in Hargeisa, Somaliland. He earned his a Ph.D (Comparative Literature) from the University of Washington. He has published a book of poems ‘Love and Memory’ and an essay in the anthology ‘An Ear to the Ground: Presenting Writers from 2 Coasts.’ (2021). He was part of the Jackstraw Writers Program and has written on modern Egyptian literature and the Canadian tutor Magaret Laurence. He is currently an instructor/consultant at the University of Washington’s Center for Teaching and Learning.","Malik, Rasaq","","""Gabobe, Jamal."" African Books Collective, https://www.africanbookscollective.com/authors-editors/jamal-gabobe. Accessed 28 November 2022. 

""Gabobe, Jamal."" Third Place Books, https://www.thirdplacebooks.com/event/jamal-gabobe. Accessed 16 November 2022. 

""Gabobe, Jamal."" Bolerium Books."" Accessed 16 November 2022. ","","",""
"","apdp.cap.000107","Gachagua","Clifton","","[Gachagua, Clifton](apdp.cap.000107)","","","","Kenya","Eastern Africa","M","","","Nairobi, Kenya","""Nairobi""","""Kenya""","","","Maseno University (Biotechnology )","
","","Madman at Kilifi (University of Nebraska Press, USA, 2014), 
The Cartographer of Water (Seven New Generation African Poets, 2014, Slapering Hol Press, USA)
","","","['University of Nebraska Press', 'Slapering Hol Pres']","Nebraska, USA; USA","Swahili, English","","https://viaf.org/viaf/305039255/","Gagachua Clifton was born in 1987 in Nairobi. A poet and a novelist, he was awarded the inaugural Sillerman First Book Prize for African poets for his poetry collection titled Madman at Kilifi (2014). He attended Maseno University, where he studied Biotechnology. Gachagua’s work titled ""The Cartographer of Water"" was featured in a chapbook box set edited by Chris Abani and Kwame Dawes (Seven New Generation African Poets, Slapering Hol Press, USA). His novel, Zephyrion, was longlisted for Kwani? Manuscript Prize Project.","Rasaq Malik","","“Gachagua Clifton.” Poetry Foundation, https://www.poetryfoundation.org/poets/clifton-gachagua. Accessed 17 March 2022. “Gachagua Clifton.” Wikipedia, https://en.wikipedia.org/wiki/Clifton_Gachagua. Accessed 17 March 2022. Iduma, Emmanuel. “A conversation with Clifton Gachagua.” Wasafiri. Accessed 17 March 2022.","","",""
"","apdp.cap.000407","Galafa","Beaton","","","","","Malawi","Malawi","Eastern Africa","M","","","Malawi","","","","","University of Malawi (B.Ed. Language (French) & M.Ed. Comparative Education), Master’s in Comparative Education at Zhejiang Normal School, China.  ","","","African Values and Social Studies Education (2022, Academica Press), This Body is an Empty Vessel (2021, Mwanaka Media and Publishing, Zimbabwe)
 
","<https://www.thepoetmagazine.org/interview-with-beaton-galafa>
<https://www.londonindependentstoryprize.co.uk/post/interview-beaton-galafa>

","","","Zimbabwe","Chichewa, French and English","","","Beaton Galafa is a Malawian writer of poetry, fiction and nonfiction. His works have appeared in Fourth & Sycamore, Stuck in the Library, Love Like Salt Anthology, 300K Anthology, Literary Shanghai, Mistake House Magazine, The Blue Tiger Review, Eunoia Review, Transcending the Flame, Every Writer’s Resource, Betrayal, The Seasons, Empowerment, The Elements, BNPA 2017 Anthology, BNPA 2018 Anthology, Better Than Starbucks, The Wagon Magazine, First Writer Magazine, The Bombay Review, Kalahari Review, and elsewhere. ","Malik, Rasaq","","Beaton, Galafa. ResearchGate,https://www.researchgate.net/profile/Beaton-Galafa. Accessed 30 November 2022.
 
Beaton, Galafa. Literary Shanghai, https://www.literaryshanghai.com/beaton-galafa-three-poems/. Accessed 30 November 2022. 

""Interview with Beaton Galafa."" The Poet, https://www.thepoetmagazine.org/interview-with-beaton-galafa. Accessed 30 November 2022.","","",""
"","apdp.cap.000108","Gardini","Genna","","[Gardini, Genna](apdp.cap.000108)","","","","South Africa","Southern Africa","F","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/14146634446341932080/","","","","","","",""
"","apdp.cap.000109","Garisch","Dawn","","[Garisch, Dawn](apdp.cap.000109)","","South African","","South Africa","Southern Africa","F","1958","1950","Zimbabwe","","""Zimbabwe""","","N/A","University of Cape Town (Medicine)","
","","Difficult Gifts (Modjaji Books, Cape Town, South Africa, 2011); Disturbance (Karavan Press, Cape Town, South Africa 2020)
","","","['Modjaji Books', 'Disturbance']","Cape Town, South Africa","English","","https://viaf.org/viaf/21451931","Dawn Garisch was born 1958 in Zimbabwe, and moved to South Africa when she was nine. She is the author of two poetry collections: Difficult Gifts (2011) and Disturbance (2020). In 2007, her poem ‘Blood Delta’ was awarded the DALRO prize, and in 2011, her poem ‘Miracle’ won the EU Sol Plaatjie Poetry Award. A novelist and poet, her interest is in trans-disciplinary work in science and art. Garisch is the founder of the Life Righting Collective, a writing course and mentorship program aimed to support writers in South Africa and guide them in engaging writing as a recovery process. She a practicing medical doctor and lives in Cape Town, South Africa.","Tryphena Yeboah","","“Dawn Garisch.” Poetry Archive, poetryarchive.org/poet/dawn-garisch/. Accessed 24 Apr. 2022. About Dawn Garisch | Dawn Garisch. dawngarisch.bookslive.co.za/about/. Accessed 24 Apr. 2022. “Dawn Garisch.” Open Book Festival, openbookfestival.co.za/authors/dawn-garisch/. Accessed 24 Apr. 2022.","","",""
"","apdp.cap.000110","Garuba","Harry","","[Garuba, Harry](apdp.cap.000110)","","Nigerian","","Nigeria, South Africa","Western Africa","M","1958","1950","Akure, Nigeria","""Akure""","""Nigeria""","2020","Capetown, South Africa","BA English, University of Ibadan MA, University of Ibadan PhD, University of Ibadan, 1988","
","","Shadow and Dream and other poems (New Horn Press, Ibadan, Nigeria, 1982); Animist Chants and Memorials: Poems ( Kraft Books Limited, Ibadan, Nigeria, 2017)
","","","['New Horn Press', 'Kraft Books Limited']","Ibadan, Nigeria","English","","","Harry Garuba was born 1958 in Akure, Nigeria. At 24, he published his debut collection, Shadow and Dream and Other Poems (1982) which was first runner-up in the inaugural All-Africa Okigbo prize for poetry. In 1988, he received his MA and PhD from University of Ibadan, where he also served as an assistant lecturer in the English department from 1981 to 1997. Garuba was a member of the editorial advisory board of the Heinemann African Writers Series and was well known for his active interest in African and postcolonial literatures. In 1998, he moved to South Africa and joined the faculty at University of Cape Town in 2001. He died Cape Town at the age of 61.","Tryphena Yeboah","","Omoyele, Idowu. “Harry Garuba Obituary.” The Guardian, 7 May 2020, www.theguardian.com/books/2020/may/07/harry-garuba-obituary. Accessed 24 Apr. 2022. “Harry Garuba.” Wikipedia, 7 Apr. 2022, en.wikipedia.org/wiki/Harry_Garuba. Accessed 24 Apr. 2022. “Professor Harry Garuba | Department of English Literary Studies.” Www.english.uct.ac.za, www.english.uct.ac.za/professor-harry-garuba. Accessed 24 Apr. 2022. “Harry Garuba, Nigerian Poet and Renowned Professor of African Studies, Passes on at 61.” Brittlepaper.com, brittlepaper.com/2020/03/harry-garuba-nigerian-poet-and-renowned-professor-of-african-studies-passes-on-at-61/. Accessed 24 Apr. 2022.","","",""
"","apdp.cap.000111","Girmay","Aracelis","","[Girmay, Aracelis](apdp.cap.000111)","","Puerto Rican, Eritrean","","Eritrea","Eastern Africa","F","1977","1970","Santa Ana, CA","""Santa Ana""","""United States""","","N/A","Connecticut College (BA) 1999 New York University (MFA)","
","","Teeth (Willimantic, CT: Curbstone Press, 2007); Changing, changing (New York: George Braziller, 2005); Kingdom animalia: poems (Rochester, NY: Boa Editions, 2011); The Black Maria (Rochester NY: BOA Editions Ltd. 2016)
","","","['Curbstone Press', 'BOA editions', 'George Braziller']","Willimantic, CT, USA; NY, USA","English, Spanish","","https://viaf.org/viaf/28922635","Aracelis Girmay was born 1977 in Santa Ana, CA to an American mother and Ethiopian father. Her first collection Teeth (2007) won the Great Lakes Colleges Association New Writers Award. Her second book, Kingdom Animalia, which examines illness, death, and shame, was a finalist for the National Book Critics Circle Award for Poetry in 2011. She went to Connecticut College for her undergrad in documentary studies and received her MFA from New York University. In 2011, Girmay was awarded a fellowship from the National Endowment for the Arts, and in 2015 she received a Whiting Award for Poetry. She is currently the Editor-at-Large for BOA Editions' Blessing the Boats Selections, and she also serves on the editorial board of the African Poetry Book Fund. She teaches at Hampshire College and lives in New York City.","Tryphena Yeboah","Women I found was born in California","“Aracelis Girmay.” Wikipedia, Wikimedia Foundation, 11 Apr. 2022, https://en.wikipedia.org/wiki/Aracelis_Girmay. Accessed 8 May 2022. “Girmay Interview.” Bennington Review, https://www.benningtonreview.org/girmay-interview. Accessed 8 May 2022. “Aracelis Girmay.” Poetry Foundation, Poetry Foundation, https://www.poetryfoundation.org/poets/aracelis-girmay. Accessed 8 May 2022. “Aracelis Girmay.” Poets.org, Academy of American Poets, https://poets.org/poet/aracelis-girmay. Accessed 8 May 2022.","","",""
"","apdp.cap.000112","GMT","Assefa","","[GMT, Assefa](apdp.cap.000112)","","","","Ethiopia","Eastern Africa","M","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/11478587/","","","","","","",""
"","apdp.cap.000113","Gnepo","Werewere-Liking","","[Gnepo, Werewere-Liking](apdp.cap.000113)","","","","Cameroon, Côte d'Ivoire ","Middle Africa","F","1950","1950","Cameroon","","""Cameroon""","","N/A","N/A","
","","On Ne Raisonne Pas le Venin (Editions Saint-Germain-des-Prés, Paris, 1977)
L'enseignement de l'éveilleuse d'étoiles (Dakar : Panafrika, 2013.)
Le testament de Mima : (les danses denses de l'école de Mima) : chant roman (Abidjan : Editions Tabala, 2021)
La mémoire amputée (Abidjan, Côte d'Ivoire : Nouvelles Editions Ivoiriennes, 2004)
Statues colons (Nouvelles Editions Africaines; Paris : ARHIS, 1987 
It Shall be of Jasper and Coral; and Love-across-a-hundred-lives (Charlottesville, Va. : University Press of Virginia, 2000)
La puissance de Um (Abidjan : CEDA, 1979)
","","","['Editions Saint-Germain-des-Prés', 'Panafrika', 'Editions Tabala', 'Nouvelles Editions Ivoiriennes', 'ARHIS', 'University Press of Virginia', 'CEDA']","Paris, France; Dakar, Senegal; Abidjan, Ivory Coast","Englsih, French","","","Werewere Liking was born 1950 in Cameroon. She is most well known for her experimental and avant-garde style of writing. Considered one of the leading figures of women writers in Francophone Africa, she founded Ki-Yi Mbocke Village (meaning ""ultimate universal knowledge"" in Bassa), a training center and community of artists including writers, painters, sculptors and more. In 2002, she was the recipient of the Prince Claus Award for her contributions to cultural and societal development. Writer, performer, and playwright, Liking has championed Panafricanism over the years, and she employs diverse artistic expressions to transcend cultural differences and celebrate African authenticity.","Tryphena Yeboah","","“Werewere Liking.” Wikipedia, Wikimedia Foundation, 31 Dec. 2021, https://en.wikipedia.org/wiki/Werewere_Liking. Accessed 8 May 2022. Hawkins, Peter. “Werewere Liking at the Villa Ki-Yi.” African Affairs, vol. 90, no. 359, 1991, pp. 207–22, http://www.jstor.org/stable/722779. Accessed 8 May 2022. “If I Had a Hundred Arms, I Would Do Many Things.” S&F Online | Rewriting Dispersal: Africana Gender Studies, Scholar & Feminist Online, https://sfonline.barnard.edu/africana/liking_01.htm. Accessed 8 May 2022. “Werewere Liking (1950).” Encyclopedia.com, 8 May 2022, https://www.encyclopedia.com/arts/culture-magazines/liking-werewere-1950.","","",""
"","apdp.cap.000114","Gottschalk","Keith","","[Gottschalk, Keith](apdp.cap.000114)","","","","South Africa","Southern Africa","M","","","","","","","","","","","","","","","","","","https://viaf.org/viaf/3908135/","","","","","","",""
"","apdp.cap.000115","Gray","Stephen","","[Gray, Stephen](apdp.cap.000115)","","","","South Africa","Southern Africa","M","1941","1940","Cape Town, South Africa","""Cape Town""","""South Africa""","2020","Johannesburg, South Africa","BA English, University of Cape Town, MA English Cambridge University, England MFA Creative Writing University of Iowa, US D. Litt and d. Phil. by Rand Afrikaans University, Johannesburg in 1978.","
","","It's About Time (David Philip, Cape Town, 1974); Hottentot Venus and other Poems (David Philip, Cape Town, 1979); Love Poems: Hate Poems (Bellew Publishing, South Africa, 1982); Apollo Café and Other Poems, 1982-89. (David Philip, Cape Town, 1989); Season of Violence (Justified Press, 1992); Selected Poems 1960-92. (David Philip, Cape Town, 1994); Gabriel's Exhibition,(Mayibuye Books, South Africa,1998)
","","","['Bellew Publishing', 'Mayibuye Publishing', 'Justified Press', 'David Phillip']","Cape Town, South Africa","English","","https://viaf.org/viaf/56624358/","Stephen Gray was born 1941 in Cape Town, South Africa. Poet, novelist and playwright, he explored homosexuality, apartheid, as well as racial and sexual issues in South Africa. He went to the University of Cape Town for his undergrad in English. He also received his MA from Cambridge University in England and his MFA from the University of Iowa. He became an English lecturer at the Rand Afrikaans University (later the University of Johannesburg) in 1969, where he was awarded D. Litt and d. Phil. by Rand Afrikaans University, Johannesburg in 1978. In 2007, Gray received a South African Literary Award for Lifetime Achievement. He died in Johannesburg, South Africa in 2020.","Tryphena Yeboah","","De Waal, Shaun. “Obituary: Literary Allrounder Stephen Gray Was a Scholar, Critic, Novelist and Poet.” The Mail & Guardian, 10 Nov. 2020, https://mg.co.za/friday/2020-11-03-obituary-literary-allrounder-stephen-gray-was-a-scholar-critic-novelist-and-poet/. Accessed 8 May 2022. “Stephen Gray (Writer).” Wikipedia, Wikimedia Foundation, 31 Aug. 2021, https://en.wikipedia.org/wiki/Stephen_Gray_(writer). Accessed 8 May 2022. “Man of Letters Stephen Gray Dies at 78.” New Frame, 27 Oct. 2020, https://www.newframe.com/man-of-letters-stephen-gray-dies-at-78/. Accessed 8 May 2022. Malec, Jennifer. “Stephen Gray, 1941-2020, RIP.” The Johannesburg Review of Books, 27 Oct. 2020, https://johannesburgreviewofbooks.com/2020/10/27/stephen-gray-1941-2020-rip/. Accessed 8 May 2022.","","",""
